Trait	nSNP	overall_p	mscomp	File_ID	First_Author	Year	Reference	Trait_ID_2.0	Trait_long	Trait_class	N0	N1	N	Chip	Population	Collection	sig_overall
J10_CHRONLARYNGITIS_FinnGen_FinnGenR5_1	561	0.111477976994454	PC2 (5e-03)	J10_CHRONLARYNGITIS_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_CHRONLARYNGITIS	Chronic laryngitis and laryngotracheitis (FinnGen)	INF	167849	2138	169987	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_CHRONRHINITIS_FinnGen_FinnGenR5_1	561	0.110585177814109	PC10 (4e-02)	J10_CHRONRHINITIS_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_CHRONRHINITIS	Chronic rhinitsi, nasopharyngitis and pharyngitis (FinnGen)	INF	167849	5355	173204	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_CHRONSINUSITIS_FinnGen_FinnGenR5_1	561	4.9775630070048e-26	PC13 (2e-22)	J10_CHRONSINUSITIS_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_CHRONSINUSITIS	Chronic sinusitis (FinnGen)	INF	167849	8524	176373	Illumina and Affymetrix	European (Finnish)	FinnGen	Yes
J10_CHRONTONSADEN_FinnGen_FinnGenR5_1	561	0.0440994993921194	PC1 (2e-03)	J10_CHRONTONSADEN_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_CHRONTONSADEN	Chronic diseases of tonsils and adenoids (FinnGen)	OTH	167849	24463	192312	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_COLD_FinnGen_FinnGenR5_1	561	0.207141122504932	PC4 (2e-02)	J10_COLD_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_COLD	Acute nasopharyngitis(common cold) (FinnGen)	INF	182945	2253	185198	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_COPDNAS_FinnGen_FinnGenR5_1	561	0.000104648088009977	PC13 (1e-07)	J10_COPDNAS_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_COPDNAS	Other chronic obstructive pulmonary disease (FinnGen)	IMD	186723	6595	193318	Illumina and Affymetrix	European (Finnish)	FinnGen	Yes
J10_COPDNAS_INCLAVO_FinnGen_FinnGenR5_1	561	0.0196484694862828	PC13 (9e-05)	J10_COPDNAS_INCLAVO_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_COPDNAS_INCLAVO	Other chronic obstructive pulmonary disease, including avohilmo (FinnGen)	OTH	211782	7010	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_COPD_FinnGen_FinnGenR5_1	561	2.92389682217854e-05	PC13 (9e-09)	J10_COPD_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_COPD	COPD (FinnGen)	IMD	186723	6915	193638	Illumina and Affymetrix	European (Finnish)	FinnGen	Yes
J10_EMPHYSEMA_FinnGen_FinnGenR5_1	561	0.064514846638234	PC8 (7e-04)	J10_EMPHYSEMA_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_EMPHYSEMA	Emphysema (FinnGen)	OTH	186723	673	187396	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_EPIGLOTTITIS_FinnGen_FinnGenR5_1	561	0.0178853009262546	PC4 (7e-03)	J10_EPIGLOTTITIS_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_EPIGLOTTITIS	Acute epiglottitis (FinnGen)	INF	182945	199	183144	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_EXTERLUNG_FinnGen_FinnGenR5_1	561	0.105703789980545	PC3 (7e-04)	J10_EXTERLUNG_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_EXTERLUNG	Lung diseases due to external agents (FinnGen)	INF	216866	1926	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_HYPERSPNEUMONI_FinnGen_FinnGenR5_1	561	0.123687835515784	PC3 (3e-03)	J10_HYPERSPNEUMONI_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_HYPERSPNEUMONI	Hypersensitivity pneumonitis due to organic dust (FinnGen)	OTH	216866	244	217110	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_INFLUENZA_FinnGen_FinnGenR5_1	561	0.510220101686903	PC4 (5e-02)	J10_INFLUENZA_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_INFLUENZA	All influenza (FinnGen)	INF	188868	4262	193130	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_INFLUPNEU_FinnGen_FinnGenR5_1	561	0.078101477087805	PC13 (2e-04)	J10_INFLUPNEU_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_INFLUPNEU	Influenza and pneumonia (FinnGen)	INF	188868	29924	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_INTERSTITIUM_FinnGen_FinnGenR5_1	561	0.339093620165691	PC1 (2e-02)	J10_INTERSTITIUM_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_INTERSTITIUM	Other respiratory diseases principally affecting the interstitium (FinnGen)	OTH	216363	2429	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_LARYNGITIS_FinnGen_FinnGenR5_1	561	0.315251927786714	PC4 (9e-02)	J10_LARYNGITIS_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_LARYNGITIS	Acute laryngitis and tracheitis (FinnGen)	INF	182945	2194	185139	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_LOWCHRON_FinnGen_FinnGenR5_1	561	1.63826322360408e-91	PC13 (6e-72)	J10_LOWCHRON_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_LOWCHRON	Chronic lower respiratory diseases (FinnGen)	OTH	186723	32069	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	Yes
J10_LOWERINF_FinnGen_FinnGenR5_1	561	0.00107764018454878	PC13 (2e-06)	J10_LOWERINF_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_LOWERINF	Other acute lower respiratory infections (FinnGen)	INF	208689	10103	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_NASALPOLYP_FinnGen_FinnGenR5_1	561	1.10575031616139e-35	PC13 (5e-25)	J10_NASALPOLYP_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_NASALPOLYP	Nasal polyp (FinnGen)	IMD	167849	3236	171085	Illumina and Affymetrix	European (Finnish)	FinnGen	Yes
J10_NECROTIC_FinnGen_FinnGenR5_1	561	0.629373730035706	PC8 (7e-02)	J10_NECROTIC_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_NECROTIC	Suppurative and necrotic conditions of lower respiratory tract (FinnGen)	INF	218125	667	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_OTHERINSTPULM_FinnGen_FinnGenR5_1	561	0.151432953416495	PC5 (6e-02)	J10_OTHERINSTPULM_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_OTHERINSTPULM	Other insterstitial pulmonary diseases (FinnGen)	OTH	216363	1969	218332	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_PERITONSABSC_FinnGen_FinnGenR5_1	561	0.0221850262199862	PC1 (8e-03)	J10_PERITONSABSC_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_PERITONSABSC	Peritonsillar abscess (FinnGen)	INF	167849	4040	171889	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_PHARYNGITIS_FinnGen_FinnGenR5_1	561	0.746909743615313	PC11 (9e-02)	J10_PHARYNGITIS_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_PHARYNGITIS	Acute pharyngitis (FinnGen)	INF	182945	2280	185225	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_PLEURA_FinnGen_FinnGenR5_1	561	0.0495452664439335	PC13 (9e-03)	J10_PLEURA_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_PLEURA	Other diseases of pleura (FinnGen)	OTH	212037	6755	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_PLEUREFFUSION_FinnGen_FinnGenR5_1	561	0.0842623176107439	PC4 (6e-03)	J10_PLEUREFFUSION_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_PLEUREFFUSION	Pleural effusion (FinnGen)	OTH	212037	1958	213995	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_PLEUROTH_FinnGen_FinnGenR5_1	561	0.00618466646496259	PC8 (2e-02)	J10_PLEUROTH_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_PLEUROTH	Other pleural conditions (FinnGen)	OTH	212037	1241	213278	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_PLEURPLAGUE_FinnGen_FinnGenR5_1	561	0.168561738050488	PC6 (2e-02)	J10_PLEURPLAGUE_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_PLEURPLAGUE	Pleural plaque (FinnGen)	OTH	212037	1287	213324	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_PNEUMOBACTEROTH_FinnGen_FinnGenR5_1	561	0.00217316158216895	PC12 (9e-04)	J10_PNEUMOBACTEROTH_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_PNEUMOBACTEROTH	Bacterial pneumonia, not elsewhere classified (FinnGen)	INF	188868	7514	196382	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_PNEUMOBACT_FinnGen_FinnGenR5_1	561	0.00471401980933	PC13 (5e-04)	J10_PNEUMOBACT_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_PNEUMOBACT	Bacterial pneumoniae (FinnGen)	INF	188868	7987	196855	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_PNEUMONAS_FinnGen_FinnGenR5_1	561	0.222197285018716	PC13 (6e-04)	J10_PNEUMONAS_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_PNEUMONAS	Pneumonia, organism unsepcified (FinnGen)	INF	188868	23390	212258	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_PNEUMONIA_FinnGen_FinnGenR5_1	561	0.064257162848842	PC13 (1e-04)	J10_PNEUMONIA_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_PNEUMONIA	All pneumoniae (FinnGen)	INF	191422	27370	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_PNEUMONISOLLIQ_FinnGen_FinnGenR5_1	561	0.047540464137018	PC8 (2e-02)	J10_PNEUMONISOLLIQ_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_PNEUMONISOLLIQ	Pneumonitis due to solids and liquids (FinnGen)	OTH	216866	1011	217877	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_PNEUMONONBACT_FinnGen_FinnGenR5_1	561	0.00453379177612612	PC12 (4e-03)	J10_PNEUMONONBACT_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_PNEUMONONBACT	Pneumonia due to other infectious organisms, not elsewhere classified (FinnGen)	INF	188868	374	189242	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_PNEUMOPNEUMO_FinnGen_FinnGenR5_1	561	0.169013598298607	PC3 (2e-02)	J10_PNEUMOPNEUMO_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_PNEUMOPNEUMO	Pneumonia due to Streptococcus pneumoniae (FinnGen)	INF	188868	648	189516	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_PNEUMOPROBBAC_FinnGen_FinnGenR5_1	561	0.162147815899528	PC13 (3e-04)	J10_PNEUMOPROBBAC_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_PNEUMOPROBBAC	Pneumonia (excl. viral and due to other infectious organisms not elsewhere classified) (FinnGen)	OTH	191983	26809	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_PNEUMOTHORAX_FinnGen_FinnGenR5_1	561	0.695076439024139	PC5 (6e-02)	J10_PNEUMOTHORAX_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_PNEUMOTHORAX	Pneumothorax (FinnGen)	OTH	212037	884	212921	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_PULMEOS_FinnGen_FinnGenR5_1	561	0.272515433536719	PC8 (5e-02)	J10_PULMEOS_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_PULMEOS	Pulmonary eosinophilia, not elsewhere classified (FinnGen)	IMD	216363	175	216538	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_PULMOEDEMA_FinnGen_FinnGenR5_1	561	0.235984868328688	PC11 (5e-03)	J10_PULMOEDEMA_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_PULMOEDEMA	Pulmonary oedema (FinnGen)	OTH	216363	193	216556	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_PYOTHORAX_FinnGen_FinnGenR5_1	561	0.272223967977759	PC8 (4e-02)	J10_PYOTHORAX_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_PYOTHORAX	Pyothorax (FinnGen)	OTH	218125	507	218632	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_RESPCONDEXT_FinnGen_FinnGenR5_1	561	0.0708986967259795	PC3 (2e-02)	J10_RESPCONDEXT_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_RESPCONDEXT	Respiratory conditions due to other external agents (FinnGen)	OTH	216866	224	217090	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_RESPDISOTH_FinnGen_FinnGenR5_1	561	0.12203249427426	PC13 (5e-02)	J10_RESPDISOTH_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_RESPDISOTH	Other respiratory disorders and diseases (FinnGen)	OTH	216166	2626	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_RESPIRATORY_FinnGen_FinnGenR5_1	561	5.31937253429409e-30	PC13 (7e-28)	J10_RESPIRATORY_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_RESPIRATORY	Diseases of the respiratory system (FinnGen)	OTH	111531	107261	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	Yes
J10_RESPOTHER_FinnGen_FinnGenR5_1	561	0.122035946393888	PC13 (5e-02)	J10_RESPOTHER_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_RESPOTHER	Other diseases of the respiratory system (FinnGen)	OTH	216166	2626	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_SEPTDEV_FinnGen_FinnGenR5_1	561	0.00650120396846698	PC13 (7e-03)	J10_SEPTDEV_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_SEPTDEV	Deviated nasal septum (FinnGen)	OTH	167849	6509	174358	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_SIMPLBRONCH_FinnGen_FinnGenR5_1	561	0.599244315114946	PC8 (2e-02)	J10_SIMPLBRONCH_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_SIMPLBRONCH	Simple and mucoplurulent chronic bronchitis (FinnGen)	OTH	186723	574	187297	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_SINUSITIS_FinnGen_FinnGenR5_1	561	3.79806931925634e-06	PC13 (1e-05)	J10_SINUSITIS_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_SINUSITIS	Acute sinusitis (FinnGen)	INF	182945	10916	193861	Illumina and Affymetrix	European (Finnish)	FinnGen	Yes
J10_TONSILLITIS_FinnGen_FinnGenR5_1	561	0.275472671506823	PC1 (1e-02)	J10_TONSILLITIS_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_TONSILLITIS	Other and unspecified tonssillitis (FinnGen)	INF	182945	7113	190058	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_UPPERDIS_FinnGen_FinnGenR5_1	561	3.06605761065364e-14	PC13 (3e-15)	J10_UPPERDIS_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_UPPERDIS	Other diseases of upper respiratory tract (FinnGen)	OTH	167849	50943	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	Yes
J10_UPPERINFEC_FinnGen_FinnGenR5_1	561	0.000130730021607353	PC13 (1e-03)	J10_UPPERINFEC_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_UPPERINFEC	Acute upper respiratory infections (FinnGen)	INF	182945	35847	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	Yes
J10_VASOALLERRHIN_FinnGen_FinnGenR5_1	561	1.92296692485257e-31	PC13 (4e-29)	J10_VASOALLERRHIN_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_VASOALLERRHIN	Vasomotor and allergic rhinitis (FinnGen)	IMD	167849	7308	175157	Illumina and Affymetrix	European (Finnish)	FinnGen	Yes
J10_VIRALPNEUMO_FinnGen_FinnGenR5_1	561	0.103924362496579	PC4 (3e-02)	J10_VIRALPNEUMO_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_VIRALPNEUMO	Viral pneumonia (FinnGen)	INF	188868	700	189568	Illumina and Affymetrix	European (Finnish)	FinnGen	No
J10_VOCALLARYNX_FinnGen_FinnGenR5_1	561	0.0175315379924102	PC13 (1e-03)	J10_VOCALLARYNX_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	J10_VOCALLARYNX	Diseases of vocal cords and larynx+other diseases of upper respiratory tract, no elsewhere classified (FinnGen)	OTH	167849	10142	177991	Illumina and Affymetrix	European (Finnish)	FinnGen	No
JCPYVIGG_ButlerLaporte_33204752_1	566	0.251087278613537	PC10 (5e-02)	JCPYVIGG_ButlerLaporte_33204752_1-hg38.tsv.gz	ButlerLaporte	2020	33204752	JCPYVIGG	Anti-polyomavirus 2 IgG seropositivity	BMK	8735	0	8735		European (UK)	UKBB	No
JCPYVVP1AB_ButlerLaporte_33204752_1	566	0.0156030678315882	PC8 (2e-02)	JCPYVVP1AB_ButlerLaporte_33204752_1-hg38.tsv.gz	ButlerLaporte	2020	33204752	JCPYVVP1AB	Polyomavirus 2 JC VP1 antibody levels	BMK	5118	0	5118		European (UK)	UKBB	No
JDM_Miller_26291516_1	564	0.00467494010014519	PC1 (2e-03)	JDM_Miller_26291516_1-hg38.tsv.gz	Miller	2015	26291516	JDM	Juvenile Dermatomyositis	IMD	4724	473	5197		European		Yes
JDM_Rothwell_up_1	479	0.00484844729774528	PC12 (2e-04)	JDM_Rothwell_up_1-hg38.tsv.gz	Rothwell	2021	up	JDM	Juvenile Dermatomyositis	IMD	2032	508	2540	Immunochip + Imputation	European		Yes
JIA_Hinks_23603761_1	339	1.05226898891071e-25	PC3 (2e-10)	JIA_Hinks_23603761_1-hg38.tsv.gz	Hinks	2013	23603761	JIA	Juvenile Idiopathic Arthritis	IMD	13056	2816	15872	ImmunoChip	European		Filtered
JIA_LopezIsac_33106285_1	566	8.78550471059859e-52	PC3 (8e-20)	JIA_LopezIsac_33106285_1-hg38.tsv.gz	LopezIsac	2021	33106285	JIA	Juvenile Idiopathic Arthritis	IMD	9196	3305	12501	Illumina Infinium CoreExome and Infinium OmniExpress genotyping arrays	European (UK)		Yes
JO1M_Rothwell_up_1	479	1.8977756477173e-07	PC9 (4e-05)	JO1M_Rothwell_up_1-hg38.tsv.gz	Rothwell	2021	up	JO1M	Jo1+ Myositis	IMD	1244	310	1554	Immunochip + Imputation	European		Yes
JOINTPAIN_FinnGen_FinnGenR5_1	561	0.0391298213691227	PC13 (2e-02)	JOINTPAIN_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	JOINTPAIN	Pain in joint (FinnGen)	OTH	131550	13419	144969	Illumina and Affymetrix	European (Finnish)	FinnGen	No
JRA_Sakaue_doi1011012020102320213652_1	534	0.889041138303439	PC7 (2e-01)	JRA_Sakaue_doi1011012020102320213652_1-hg38.tsv.gz	Sakaue	2021	doi1011012020102320213652	JRA	Juvenile rheumatoid arthritis	IMD	173268	110	173378	HumanOmniExpressExome BeadChip, Illumina HumanOmniExpress, HumanExome BeadChips	East Asian (Japanese)	BBJ	No
JUVEN_ARTHR_FinnGen_FinnGenR5_1	561	6.91475972532737e-10	PC3 (2e-07)	JUVEN_ARTHR_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	JUVEN_ARTHR	Juvenile arthritis (FINNGEN) (FinnGen)	IMD	172834	788	173622	Illumina and Affymetrix	European (Finnish)	FinnGen	Yes
K11_ABSCANAL_FinnGen_FinnGenR5_1	561	0.00242987252591147	PC3 (3e-03)	K11_ABSCANAL_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	K11_ABSCANAL	Abscess of anal and rectal regions (FinnGen)	INF	182423	1287	183710	Illumina and Affymetrix	European (Finnish)	FinnGen	No
K11_ACHAL_FinnGen_FinnGenR5_1	561	0.764960711017705	PC8 (1e-01)	K11_ACHAL_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	K11_ACHAL	Achalasia of cardia (FinnGen)	OTH	189695	255	189950	Illumina and Affymetrix	European (Finnish)	FinnGen	No
K11_ACUTGASTR_FinnGen_FinnGenR5_1	561	0.460615669171822	PC4 (7e-02)	K11_ACUTGASTR_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	K11_ACUTGASTR	Acute gastritis (FinnGen)	OTH	189695	1284	190979	Illumina and Affymetrix	European (Finnish)	FinnGen	No
K11_ACUTPANC_FinnGen_FinnGenR5_1	561	0.045265771376648	PC3 (2e-02)	K11_ACUTPANC_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	K11_ACUTPANC	Acute pancreatitis (FinnGen)	OTH	195144	3022	198166	Illumina and Affymetrix	European (Finnish)	FinnGen	No
K11_ADHE_FinnGen_FinnGenR5_1	561	0.00456014706211211	PC8 (3e-03)	K11_ADHE_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	K11_ADHE	Intestinal adhesions without obstruction (FinnGen)	OTH	182423	1121	183544	Illumina and Affymetrix	European (Finnish)	FinnGen	No
K11_ALCGASTR_FinnGen_FinnGenR5_1	561	0.7438018057867	PC12 (1e-01)	K11_ALCGASTR_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	K11_ALCGASTR	Alcoholic gastritis (FinnGen)	OTH	189695	250	189945	Illumina and Affymetrix	European (Finnish)	FinnGen	No
K11_ALCOLIV_FinnGen_FinnGenR5_1	561	0.206829647019281	PC5 (4e-02)	K11_ALCOLIV_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	K11_ALCOLIV	Alcoholic liver disease (FinnGen)	OTH	213592	1416	215008	Illumina and Affymetrix	European (Finnish)	FinnGen	No
K11_ANOMALI_DENTAL_ARCH_RELATIONS1_FinnGen_FinnGenR5_1	561	0.0304172622098339	PC6 (1e-02)	K11_ANOMALI_DENTAL_ARCH_RELATIONS1_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	K11_ANOMALI_DENTAL_ARCH_RELATIONS1	Anomalies of dental arch relationship (FinnGen)	OTH	217493	1299	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	No
K11_ANOMALI_JAW_C_BASE_RELATIONS_FinnGen_FinnGenR5_1	561	0.243819068102422	PC11 (4e-02)	K11_ANOMALI_JAW_C_BASE_RELATIONS_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	K11_ANOMALI_JAW_C_BASE_RELATIONS	Anomalies of jaw-cranial base relationship (FinnGen)	OTH	217555	1237	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	No
K11_APPENDACUT_FinnGen_FinnGenR5_1	561	9.45531761405193e-08	PC1 (4e-07)	K11_APPENDACUT_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	K11_APPENDACUT	Acute appendicitis (FinnGen)	OTH	201886	15627	217513	Illumina and Affymetrix	European (Finnish)	FinnGen	Yes
K11_APPENDIX_FinnGen_FinnGenR5_1	561	1.16153503313669e-07	PC1 (4e-07)	K11_APPENDIX_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	K11_APPENDIX	Diseases of appendix (FinnGen)	OTH	201886	16906	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	Yes
K11_APPENDOTH_FinnGen_FinnGenR5_1	561	0.31968075374714	PC8 (1e-02)	K11_APPENDOTH_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	K11_APPENDOTH	Other appendicitis (FinnGen)	OTH	201886	1365	203251	Illumina and Affymetrix	European (Finnish)	FinnGen	No
K11_ASYMMETRY_JAW_FinnGen_FinnGenR5_1	561	0.239925954616066	PC3 (7e-02)	K11_ASYMMETRY_JAW_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	K11_ASYMMETRY_JAW	Asymmetry of jaw (FinnGen)	OTH	218619	173	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	No
K11_ATROPHY_SALIVARY_GLAND_FinnGen_FinnGenR5_1	561	0.936684040129941	PC7 (1e-01)	K11_ATROPHY_SALIVARY_GLAND_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	K11_ATROPHY_SALIVARY_GLAND	Atrophy of salivary gland (FinnGen)	OTH	218567	225	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	No
K11_ATTRITION_FinnGen_FinnGenR5_1	561	0.189961407436408	PC13 (9e-03)	K11_ATTRITION_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	K11_ATTRITION	Excessive attrition of teeth (FinnGen)	OTH	195395	292	195687	Illumina and Affymetrix	European (Finnish)	FinnGen	No
K11_BARRET_FinnGen_FinnGenR5_1	561	0.318106259566899	PC8 (1e-02)	K11_BARRET_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	K11_BARRET	Barret oesophagus (FinnGen)	OTH	189695	495	190190	Illumina and Affymetrix	European (Finnish)	FinnGen	No
